company_id,ticker,company_name,previous_year,current_year,previous_pattern,current_pattern,change_description
SBILIFE,SBILIFE,SBI Life Insurance Company Ltd,2014,2015,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
SBILIFE,SBILIFE,SBI Life Insurance Company Ltd,2020,2021,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
SBILIFE,SBILIFE,SBI Life Insurance Company Ltd,2021,2022,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
SBIN,SBIN,State Bank of India,2013,2014,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
SBIN,SBIN,State Bank of India,2014,2015,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
SBIN,SBIN,State Bank of India,2015,2016,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
SBIN,SBIN,State Bank of India,2016,2017,Mixed,Reinvestor,Moved from Mixed to Reinvestor
SBIN,SBIN,State Bank of India,2017,2018,Reinvestor,Distress Signal,Moved from Reinvestor to Distress Signal
SBIN,SBIN,State Bank of India,2018,2019,Distress Signal,Cash Accumulator,Moved from Distress Signal to Cash Accumulator
SBIN,SBIN,State Bank of India,2019,2020,Cash Accumulator,Mixed,Moved from Cash Accumulator to Mixed
SBIN,SBIN,State Bank of India,2021,2022,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
SBIN,SBIN,State Bank of India,2022,2023,Shareholder Returns,Growth Funded by Debt,Moved from Shareholder Returns to Growth Funded by Debt
SBIN,SBIN,State Bank of India,2023,2024,Growth Funded by Debt,Reinvestor,Moved from Growth Funded by Debt to Reinvestor
SHREECEM,SHREECEM,Shree Cement Ltd,2015,2016,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
SHREECEM,SHREECEM,Shree Cement Ltd,2016,2017,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
SHREECEM,SHREECEM,Shree Cement Ltd,2017,2018,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
SHREECEM,SHREECEM,Shree Cement Ltd,2018,2019,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
SHREECEM,SHREECEM,Shree Cement Ltd,2019,2020,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
SHREECEM,SHREECEM,Shree Cement Ltd,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
SHRIRAMFIN,SHRIRAMFIN,Shriram Finance Ltd,2017,2018,Growth Funded by Debt,Distress Signal,Moved from Growth Funded by Debt to Distress Signal
SHRIRAMFIN,SHRIRAMFIN,Shriram Finance Ltd,2018,2019,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
SHRIRAMFIN,SHRIRAMFIN,Shriram Finance Ltd,2022,2023,Growth Funded by Debt,Distress Signal,Moved from Growth Funded by Debt to Distress Signal
SHRIRAMFIN,SHRIRAMFIN,Shriram Finance Ltd,2023,2024,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
SIEMENS,SIEMENS,Siemens Ltd,2017,2018,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
SIEMENS,SIEMENS,Siemens Ltd,2018,2019,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
SIEMENS,SIEMENS,Siemens Ltd,2019,2020,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
SIEMENS,SIEMENS,Siemens Ltd,2020,2021,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
SIEMENS,SIEMENS,Siemens Ltd,2021,2022,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2013,2014,Reinvestor,Mixed,Moved from Reinvestor to Mixed
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2014,2015,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2016,2017,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2017,2018,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2018,2019,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2019,2020,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2020,2021,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2021,2022,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2022,2023,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
SUNPHARMA,SUNPHARMA,Sun Pharmaceuticals Industries Ltd,2023,2024,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TATACONSUM,TATACONSUM,Tata Consumer Products Ltd,2013,2014,Cash Accumulator,Reinvestor,Moved from Cash Accumulator to Reinvestor
TATACONSUM,TATACONSUM,Tata Consumer Products Ltd,2014,2015,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
TATACONSUM,TATACONSUM,Tata Consumer Products Ltd,2015,2016,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
TATACONSUM,TATACONSUM,Tata Consumer Products Ltd,2017,2018,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
TATACONSUM,TATACONSUM,Tata Consumer Products Ltd,2018,2019,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
TATACONSUM,TATACONSUM,Tata Consumer Products Ltd,2019,2020,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
TATACONSUM,TATACONSUM,Tata Consumer Products Ltd,2023,2024,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TATAMOTORS,TATAMOTORS,Tata Motors Ltd,2014,2015,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TATAMOTORS,TATAMOTORS,Tata Motors Ltd,2015,2016,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TATAMOTORS,TATAMOTORS,Tata Motors Ltd,2016,2017,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TATAMOTORS,TATAMOTORS,Tata Motors Ltd,2021,2022,Mixed,Reinvestor,Moved from Mixed to Reinvestor
TATAMOTORS,TATAMOTORS,Tata Motors Ltd,2022,2023,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
TATAPOWER,TATAPOWER,Tata Power Company Ltd,2016,2017,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TATAPOWER,TATAPOWER,Tata Power Company Ltd,2017,2018,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TATAPOWER,TATAPOWER,Tata Power Company Ltd,2020,2021,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
TATAPOWER,TATAPOWER,Tata Power Company Ltd,2021,2022,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
TATAPOWER,TATAPOWER,Tata Power Company Ltd,2022,2023,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TATAPOWER,TATAPOWER,Tata Power Company Ltd,2023,2024,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TATASTEEL,TATASTEEL,Tata Steel Ltd,2013,2014,Reinvestor,Mixed,Moved from Reinvestor to Mixed
TATASTEEL,TATASTEEL,Tata Steel Ltd,2014,2015,Mixed,Reinvestor,Moved from Mixed to Reinvestor
TATASTEEL,TATASTEEL,Tata Steel Ltd,2017,2018,Reinvestor,Mixed,Moved from Reinvestor to Mixed
TATASTEEL,TATASTEEL,Tata Steel Ltd,2018,2019,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TATASTEEL,TATASTEEL,Tata Steel Ltd,2023,2024,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
TCS,TCS,Tata Consultancy Services Ltd,2017,2018,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
TCS,TCS,Tata Consultancy Services Ltd,2020,2021,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
TCS,TCS,Tata Consultancy Services Ltd,2022,2023,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
TECHM,TECHM,Tech Mahindra Ltd,2013,2014,Mixed,Liquidating Assets,Moved from Mixed to Liquidating Assets
TECHM,TECHM,Tech Mahindra Ltd,2014,2015,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
TECHM,TECHM,Tech Mahindra Ltd,2015,2016,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
TECHM,TECHM,Tech Mahindra Ltd,2017,2018,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
TECHM,TECHM,Tech Mahindra Ltd,2018,2019,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
TECHM,TECHM,Tech Mahindra Ltd,2019,2020,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
TECHM,TECHM,Tech Mahindra Ltd,2020,2021,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
TECHM,TECHM,Tech Mahindra Ltd,2021,2022,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
TECHM,TECHM,Tech Mahindra Ltd,2022,2023,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
TITAN,TITAN,Titan Company Ltd,2013,2014,Reinvestor,Growth Funded by Debt,Moved from Reinvestor to Growth Funded by Debt
TITAN,TITAN,Titan Company Ltd,2014,2015,Growth Funded by Debt,Reinvestor,Moved from Growth Funded by Debt to Reinvestor
TITAN,TITAN,Titan Company Ltd,2016,2017,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
TITAN,TITAN,Titan Company Ltd,2017,2018,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TITAN,TITAN,Titan Company Ltd,2018,2019,Mixed,Reinvestor,Moved from Mixed to Reinvestor
TITAN,TITAN,Titan Company Ltd,2019,2020,Reinvestor,Mixed,Moved from Reinvestor to Mixed
TITAN,TITAN,Titan Company Ltd,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TITAN,TITAN,Titan Company Ltd,2021,2022,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TITAN,TITAN,Titan Company Ltd,2023,2024,Mixed,Reinvestor,Moved from Mixed to Reinvestor
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Ltd,2015,2016,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Ltd,2017,2018,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Ltd,2018,2019,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Ltd,2019,2020,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Ltd,2020,2021,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Ltd,2022,2023,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Ltd,2023,2024,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TRENT,TRENT,Trent Ltd,2013,2014,Mixed,Pre-Revenue,Moved from Mixed to Pre-Revenue
TRENT,TRENT,Trent Ltd,2014,2015,Pre-Revenue,Growth Funded by Debt,Moved from Pre-Revenue to Growth Funded by Debt
TRENT,TRENT,Trent Ltd,2015,2016,Growth Funded by Debt,Shareholder Returns,Moved from Growth Funded by Debt to Shareholder Returns
TRENT,TRENT,Trent Ltd,2017,2018,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
TRENT,TRENT,Trent Ltd,2018,2019,Reinvestor,Mixed,Moved from Reinvestor to Mixed
TRENT,TRENT,Trent Ltd,2020,2021,Mixed,Liquidating Assets,Moved from Mixed to Liquidating Assets
TRENT,TRENT,Trent Ltd,2022,2023,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
TRENT,TRENT,Trent Ltd,2023,2024,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
TVSMOTOR,TVSMOTOR,TVS Motor Company Ltd,2014,2015,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TVSMOTOR,TVSMOTOR,TVS Motor Company Ltd,2015,2016,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
TVSMOTOR,TVSMOTOR,TVS Motor Company Ltd,2017,2018,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
TVSMOTOR,TVSMOTOR,TVS Motor Company Ltd,2018,2019,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
TVSMOTOR,TVSMOTOR,TVS Motor Company Ltd,2019,2020,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
TVSMOTOR,TVSMOTOR,TVS Motor Company Ltd,2021,2022,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
